Symbol	Vehicle_rep1	IL1B_rep1	WIN_rep1	WIN-IL1B_rep1	Vehicle_rep2	IL1B_rep2	WIN_rep2	WIN-IL1B_rep2
NCOA6	1962	1613	1474	1402	6959	5735	3039	5052
NCOA7	326	1585	773	753	819	3613	1243	2917
NCOR1	4543	3673	3680	3527	13655	11789	5516	10302
NCOR1P1	0	0	0	0	0	0	0	0
NCOR2	4099	3186	2626	2160	18601	11288	5572	7247
NCR1	0	0	0	0	0	0	0	0
NCR2	0	0	2	0	0	0	0	1
NCR3	0	0	0	0	3	1	2	4
NCR3LG1	146	117	790	865	375	410	833	2349
NCRNA00185	17	12	19	19	54	24	73	62
NCRUPAR	0	0	0	0	0	0	0	0
NCS1	2392	2844	1123	387	9493	8990	2796	1471
NCSTN	5589	4599	4640	3527	19821	14435	9948	14213
ND1	6778	5732	14124	7412	23526	19551	23357	25124
ND2	8832	8079	13449	9882	23947	20999	23709	34535
ND3	6875	4898	8447	6257	10792	8504	8698	14458
ND4	33388	28777	46589	32970	104934	88653	81316	113246
ND4L	8332	4928	11185	9819	15500	13386	9668	18731
ND5	21212	16646	28569	21539	63044	56813	42127	66633
ND6	5051	4829	5433	4092	18047	15230	16148	18752
NDC1	792	677	731	956	1831	1707	1899	4332
NDC80	459	299	87	66	1145	1084	224	250
NDE1	539	415	782	833	1855	1591	1575	2745
NDEL1	787	827	2915	2866	2398	2977	6176	9755
NDFIP1	8849	7171	6557	5878	20751	16826	13797	23214
NDFIP2	1206	1430	1977	2994	2425	2812	3633	9590
NDFIP2-AS1	0	0	0	0	0	0	0	0
NDN	2368	2245	1497	995	8992	6155	3511	4174
NDNF	24	13	4	0	88	42	23	19
NDNL2	687	537	967	860	2088	1587	1779	2688
NDOR1	644	493	509	395	2953	1911	1466	1672
NDP	970	290	151	33	2413	857	506	104
NDRG1	340	268	384	180	1215	842	805	619
NDRG2	1116	663	601	532	3680	2586	1377	1751
NDRG3	1466	852	806	383	4595	2580	1633	1572
NDRG4	3476	1555	6952	5133	13736	5433	15140	17041
NDST1	4178	4440	2751	2338	17646	15277	5739	8246
NDST2	912	748	819	792	2968	2439	1702	2795
NDST3	8	7	11	6	13	9	7	18
NDST4	3	1	8	1	13	6	11	10
NDUFA1	1672	1071	3717	2578	4517	3277	6299	8006
NDUFA10	2132	1551	3658	3074	6955	5306	8514	10863
NDUFA11	1874	1954	3778	2756	7637	5335	8865	8776
NDUFA12	865	615	797	699	2036	1598	1267	1854
NDUFA13	3121	2721	3554	2307	13861	9390	9764	8626
NDUFA2	1045	861	2229	1756	4325	2797	5092	6405
NDUFA3	1113	863	1526	940	4201	2628	2913	2773
NDUFA4	4747	3949	10067	8180	14676	11368	18245	26989
NDUFA4L2	8	10	98	58	46	36	259	244
NDUFA5	1032	1035	1631	1483	2110	1894	2783	5032
NDUFA6	2329	1585	3459	2452	7198	5358	6849	8381
NDUFA6-AS1	104	42	109	107	382	155	218	226
NDUFA7	1194	830	2393	1852	4187	2694	4579	5343
NDUFA8	1156	819	1059	703	3250	2455	2291	2340
NDUFA9	1433	1693	1813	1551	4421	5513	4191	5525
NDUFAB1	1548	1275	2817	2345	4486	4259	6743	10183
NDUFAF1	481	427	411	207	1488	1307	924	892
NDUFAF2	234	134	876	739	621	511	1630	2581
NDUFAF3	1025	1044	2840	2177	4784	3241	6285	8512
NDUFAF4	316	295	306	308	574	756	651	1165
NDUFAF4P1	1	0	0	0	0	0	0	0
NDUFAF5	224	205	196	168	547	484	411	544
NDUFAF6	200	134	149	140	477	403	361	437
NDUFAF7	302	223	263	266	765	678	561	825
NDUFB1	858	555	665	424	2161	1617	1380	1358
NDUFB10	1153	836	1739	1239	4149	2475	3803	4194
NDUFB11	1663	1574	2706	2311	7368	5258	7149	9774
NDUFB2	924	871	911	513	4064	2967	3218	3063
NDUFB2-AS1	24	21	52	32	93	50	76	93
NDUFB3	995	633	1474	927	2590	1895	2398	2970
NDUFB4	1523	1027	1274	829	4270	3116	2130	2355
NDUFB5	2252	1504	1668	1518	4886	3935	3846	4781
NDUFB6	1097	982	811	724	2531	2219	2062	2875
NDUFB7	1146	1111	2161	1487	5147	3341	4649	4773
NDUFB8	1720	1478	1645	1075	6425	4668	3648	3767
NDUFB9	1797	1297	3159	2723	5393	4045	5937	7960
NDUFC1	1044	757	1067	701	2603	1826	1766	1965
NDUFC2	697	582	303	318	1237	1127	845	1337
NDUFC2-KCTD14	0	0	0	0	0	0	0	0
NDUFS1	2727	2287	6528	5555	7957	7065	11657	19999
NDUFS2	2876	2116	2481	1666	11511	7702	6097	6341
NDUFS3	1542	1150	2347	2147	5449	3771	6109	8154
NDUFS4	1131	883	1101	821	3238	2690	2165	2822
NDUFS5	3424	2684	5697	3931	12432	9718	11964	13950
NDUFS6	1076	675	1368	874	3281	2232	2957	2955
NDUFS7	1099	908	1857	1288	5602	3759	5541	5978
NDUFS8	1356	1291	3037	1896	6235	3891	8186	7477
NDUFV1	2277	1686	2984	2360	9234	6139	8319	8816
NDUFV2	1676	1186	1359	953	4157	3925	2716	3298
NDUFV3	483	334	1175	807	1463	1080	2467	2445
NEAT1	524	216	667	302	1067	617	1512	677
NEB	19	12	11	8	46	34	20	25
NEBL	1029	820	639	515	2090	1765	1497	2079
NEBL-AS1	11	3	6	2	37	6	12	8
NECAB1	85	104	10	14	78	113	51	61
NECAB2	12	27	14	10	75	63	55	34
NECAB3	500	288	725	416	2266	1031	2208	1866
NECAP1	1167	1196	2072	2123	3100	3517	4392	7924
NECAP2	1924	2327	2119	2035	7229	8046	5050	7689
NEDD1	1200	1089	413	348	2722	2732	1000	1302
NEDD4	874	1040	677	561	2066	2985	1418	2115
NEDD4L	5156	3819	1548	1362	15241	10961	3016	5001
NEDD8	1104	1007	1462	1227	3587	2422	3821	4537
NEDD8-MDP1	0	0	0	0	0	0	0	0
NEDD9	2906	3237	1876	196	9693	10586	3483	759
NEFH	91	47	252	188	279	194	435	428
NEFL	169	99	21	12	675	287	41	24
NEFM	79	26	162	116	297	127	250	386
NEGR1	638	694	218	111	1188	1213	376	449
NEGR1-IT1	0	0	0	0	0	0	0	0
NEIL1	75	35	61	13	320	129	139	74
NEIL2	782	445	591	347	2454	1333	1139	1112
NEIL3	73	47	17	2	190	121	18	10
NEK1	923	558	892	763	2082	1699	1950	2961
NEK10	32	18	152	161	81	82	250	532
NEK11	395	213	799	818	1187	740	2015	3250
NEK2	224	158	43	24	614	606	89	102
NEK3	208	128	83	47	481	419	229	203
NEK4	904	881	667	609	2937	2759	1182	2280
NEK5	11	8	17	16	39	14	21	24
NEK6	4095	2156	2389	910	14356	6883	4958	3319
NEK7	681	833	339	470	1162	1632	768	1774
NEK8	141	95	188	192	506	296	506	550
NEK9	1766	1004	1383	1109	5286	3446	3641	4081
NELFA	729	731	794	776	3980	2574	2322	3744
NELFB	2369	2159	2397	2202	10404	7307	6255	8877
NELFCD	2475	1872	1209	891	8404	6286	3013	3498
NELFE	1370	1239	3924	3130	5750	4532	10983	13118
NELL1	27	14	17	13	83	67	37	47
NELL2	180	97	80	76	486	418	202	255
NEMF	1537	1232	1061	955	3529	3860	1924	3084
NENF	996	1109	842	460	4438	3036	2447	2244
NEO1	5675	5654	2589	1659	19412	19579	4955	6768
NES	28256	34905	21061	8626	104273	139506	52600	31148
NET1	343	214	162	158	1004	635	322	478
NETO1	18	102	13	15	33	283	18	62
NETO2	957	727	338	222	2143	1798	762	885
NEU1	2161	1528	3720	2305	8951	5117	8957	8683
NEU2	0	0	0	0	0	0	0	0
NEU3	185	119	381	362	744	481	645	1318
NEU4	0	2	4	5	14	6	38	36
NEURL1	37	33	24	14	168	106	91	46
NEURL1B	387	492	91	36	1396	1487	160	139
NEURL2	29	27	46	39	151	102	172	144
NEURL3	20	208	8	41	51	702	24	132
NEURL4	965	864	3153	3124	3576	2962	7983	11915
NEUROD1	4	6	2	1	18	16	9	7
NEUROD2	62	59	60	35	185	165	136	87
NEUROD4	3	3	0	0	3	3	1	0
NEUROD6	32	24	25	13	59	73	68	44
NEUROG1	1	2	0	0	3	2	0	0
NEUROG2	12	9	6	6	50	16	16	37
NEUROG3	0	0	0	0	0	0	0	0
NEXN	570	249	383	8	1354	862	688	30
NEXN-AS1	4	4	5	0	22	14	9	4
NF1	3544	3505	2442	2560	10068	10563	4422	9277
NF1P2	0	0	0	0	0	0	0	0
NF2	2186	1717	2689	1225	7344	5134	4912	3750
NFAM1	84	74	34	27	246	201	81	66
NFASC	2856	2797	3108	1234	11526	10066	6277	4205
NFAT5	1182	1434	1334	1327	2111	2983	1915	4154
NFATC1	288	311	184	168	1189	966	503	612
NFATC2	30	63	28	12	102	204	61	63
NFATC2IP	853	683	688	580	2331	2095	1115	1872
NFATC3	1238	985	1606	1610	3121	3127	2652	5441
NFATC4	973	515	1059	855	4429	2037	3075	3535
NFE2	9	6	4	0	41	20	8	2
NFE2L1	13822	9769	16812	14845	50777	33823	34367	49690
NFE2L2	5554	7960	4567	4800	14800	23881	9867	18345
NFE2L3	313	1092	259	168	736	3195	670	720
NFIA	2478	993	1105	808	5031	2472	1870	2165
NFIA-AS1	0	0	0	0	0	0	0	0
NFIA-AS2	53	42	21	15	167	129	47	38
NFIB	3916	2364	1795	1130	8528	6032	3613	3752
NFIC	2735	1848	3984	3380	8834	5327	6578	8482
NFIL3	479	667	685	758	1278	2273	1735	3548
NFIX	9259	6188	5871	2629	37386	18377	13737	10235
NFKB1	530	6992	678	1036	1701	24145	1502	4219
NFKB2	663	5200	1910	2922	2253	19111	4753	10802
NFKBIA	756	10299	425	717	2529	32382	1109	3230
NFKBIB	564	891	1031	1420	1884	2858	2192	4325
NFKBID	20	35	79	114	78	115	151	359
NFKBIE	246	780	161	193	1055	3022	459	935
NFKBIL1	560	395	1078	862	2354	1475	2987	3533
NFKBIZ	79	6991	50	196	264	19989	111	806
NFRKB	980	737	721	594	3578	2812	1473	2523
NFS1	747	329	619	358	2364	1306	1534	1376
NFU1	702	442	787	551	1693	1392	1611	2033
NFX1	1128	873	1976	1467	3444	3066	4008	4962
NFXL1	273	177	383	389	724	539	775	1598
NFYA	1637	1064	1302	1166	4726	3511	2703	4504
NFYB	668	474	551	404	1441	1403	1214	1620
NFYC	807	729	1039	617	3010	2149	2392	2766
NFYC-AS1	22	12	12	8	40	25	21	27
NGB	0	0	1	0	0	0	4	2
NGDN	667	480	672	671	2104	1910	1576	2840
NGEF	51	83	54	32	149	275	151	84
NGF	12	78	24	15	38	310	64	30
NGFR	1118	895	95	33	4438	3173	256	148
NGFRAP1	4807	3360	4815	3682	15033	10119	10220	13471
NGLY1	919	649	773	649	2411	2202	1763	2411
NGRN	5830	5207	6261	5112	22893	17249	16051	23305
NHEG1	0	0	0	0	0	0	0	0
NHEJ1	351	253	343	367	947	695	677	1188
NHLH1	14	12	5	10	29	40	17	29
NHLH2	1	1	0	0	0	0	0	1
NHLRC1	70	43	118	90	272	99	276	344
NHLRC2	577	660	369	349	1308	1407	470	1242
NHLRC3	409	272	522	618	976	717	1265	2202
NHLRC4	15	8	9	6	62	16	24	20
NHP2	1659	1414	4296	3511	6160	4644	9807	13191
NHP2L1	2970	2343	6507	6796	10062	7262	14604	23192
NHS	473	403	369	215	1469	1243	774	893
NHS-AS1	0	0	0	0	1	0	0	0
NHSL1	850	1122	693	924	3119	3874	1737	3666
NHSL2	31	348	42	34	133	971	66	119
NICN1	1034	470	607	332	2881	1562	1350	1227
NID1	709	1019	499	264	2776	3425	911	1026
NID2	106	81	105	69	305	226	184	277
NIF3L1	530	353	800	755	1427	1050	1636	2482
NIFK	835	883	1365	1361	1847	2377	3037	4890
NIFK-AS1	174	86	204	124	530	328	441	487
NIM1K	377	204	123	136	1263	631	299	464
NIN	1583	1468	500	369	4786	4747	952	1394
NINJ1	824	3283	940	988	3775	10479	2186	4315
NINJ2	3	1	2	0	11	2	2	0
NINL	466	310	232	135	2292	1260	640	578
NIP7	439	637	560	557	1349	1693	1069	2111
NIPA1	1763	2148	968	1445	4215	5957	2043	5963
NIPA2	1940	1978	2819	2833	5136	5073	6624	13356
NIPAL1	3	26	48	87	19	66	87	287
NIPAL2	73	46	59	20	194	138	102	51
NIPAL3	2146	1095	986	673	6696	3528	2061	2395
NIPAL4	10	20	50	18	25	50	82	91
NIPBL	2483	1895	1824	2073	5827	6138	3439	7770
NIPSNAP1	2436	1419	3540	1951	9811	4852	8879	7453
NIPSNAP3A	853	932	501	282	2011	2180	1003	1211
NIPSNAP3B	21	9	3	0	40	29	11	2
NISCH	4029	2893	3038	1896	17283	10681	8030	7482
NIT1	729	446	637	450	2401	1382	1560	1539
NIT2	535	373	422	205	1430	1042	957	706
NKAIN1	46	54	42	35	181	154	115	125
NKAIN2	53	51	35	19	121	132	82	89
NKAIN3	50	28	21	21	181	121	42	48
NKAIN4	72	59	22	9	323	257	41	64
NKAP	505	406	848	672	1405	1389	1792	2725
NKAPL	21	13	25	8	52	41	65	28
NKAPP1	35	22	23	24	119	66	40	90
NKD1	102	118	32	5	386	434	38	19
NKD2	1	21	3	3	11	46	4	5
NKG7	2	0	0	0	0	0	1	1
NKIRAS1	374	299	248	259	900	860	710	1158
NKIRAS2	1625	1753	3435	3091	6030	5569	6412	10804
NKPD1	6	7	31	38	19	13	69	163
NKRF	542	417	458	423	1465	1177	1074	1980
NKTR	960	551	1231	1007	2483	2108	2535	3596
NKX1-1	0	0	0	0	0	1	0	0
NKX1-2	1	0	0	0	10	0	6	1
NKX2-1	673	412	224	216	2078	1140	442	514
NKX2-1-AS1	10	7	8	6	62	25	42	37
NKX2-2	14	7	13	10	59	34	18	23
NKX2-3	2	0	5	1	1	2	6	3
NKX2-4	0	0	0	0	0	0	0	0
NKX2-5	1	1	3	0	5	4	5	1
NKX2-6	0	0	2	1	0	0	1	0
NKX2-8	2	11	4	3	22	28	15	1
NKX3-1	23	358	11	13	63	1037	18	58
NKX3-2	4	3	11	18	8	14	42	48
NKX6-1	6	6	40	35	36	11	114	174
NKX6-2	8	10	16	4	36	34	48	38
NKX6-3	0	0	0	0	0	0	0	0
NLE1	368	289	1745	2160	1519	949	4165	8221
NLGN1	1385	1417	863	750	3561	3738	1465	2704
NLGN2	2975	2227	1645	1039	11773	7366	3857	3841
NLGN3	1508	731	563	249	6686	2684	1268	915
NLGN4X	1821	1123	622	456	5409	3271	1288	1635
NLGN4Y	571	1476	374	670	1516	3941	711	2486
NLGN4Y-AS1	2	1	2	1	4	1	2	1
NLK	594	600	695	823	1215	1492	1430	2320
NLN	1974	1482	2055	1559	5058	4109	4126	5795
NLRC3	51	26	36	27	126	76	80	118
NLRC4	10	8	20	22	10	13	46	95
NLRC5	314	1315	80	22	1347	5119	205	108
NLRP1	8	5	215	147	14	27	599	496
NLRP10	0	1	0	0	0	5	0	0
NLRP11	1	0	1	0	2	1	1	2
NLRP12	0	0	1	0	0	0	0	1
NLRP13	0	0	0	0	0	0	0	0
NLRP14	6	0	4	2	17	4	4	5
NLRP2	745	586	778	357	2629	1898	1826	1327
NLRP3	4	13	1	7	10	59	19	41
NLRP4	0	0	0	0	0	0	0	0
NLRP5	0	0	0	0	1	0	0	1
NLRP6	0	0	1	4	8	1	1	14
NLRP7	0	0	0	0	5	5	0	1
NLRP8	0	0	0	0	0	0	0	0
NLRP9	0	0	0	0	1	0	5	1
NLRX1	431	222	539	295	1960	793	1259	1086
NMB	173	222	83	19	813	696	274	113
NMBR	3	2	0	1	8	3	3	0
NMD3	1361	943	1149	854	3363	2669	2405	3478
NME1	459	552	566	405	1968	1395	1918	2085
NME1-NME2	0	0	0	0	0	0	0	0
NME2	237	69	536	281	620	383	562	477
NME3	770	644	1105	589	3567	1941	3037	2763
NME4	1681	1433	1389	439	8010	4719	3824	2338
NME5	201	121	131	118	390	314	254	382
NME6	296	203	463	338	1110	806	826	1033
NME7	743	516	1228	1263	1584	1666	2841	4232
NME8	0	0	0	0	2	0	0	0
NME9	14	3	14	3	36	8	40	23
NMI	161	1007	81	109	370	3176	207	513
NMNAT1	546	319	666	561	1295	1039	1185	1718
NMNAT2	660	871	741	566	2235	2680	1456	1944
NMNAT3	79	23	50	13	277	89	94	45
NMRAL1	475	332	709	355	2159	1038	1745	1353
NMRK1	135	71	546	392	360	204	1184	1447
NMRK2	0	0	0	0	0	1	0	0
NMS	0	0	0	0	0	0	0	0
NMT1	4321	3181	5027	4052	14927	10756	10318	14547
NMT2	801	459	465	284	2002	1405	1026	1082
NMU	51	52	15	2	178	148	42	18
NMUR1	1	0	0	0	0	1	2	1
NMUR2	0	0	0	0	0	1	0	1
NNAT	18216	13836	1793	1177	70355	41395	4862	4963
NNMT	376	370	236	59	1323	1163	560	278
NNT	3286	2400	3060	2109	11002	7491	6177	8522
NNT-AS1	476	295	318	306	1190	663	609	985
NOA1	859	548	797	725	2853	1690	1854	2599
NOB1	887	680	1357	1333	2615	2171	2757	3901
NOBOX	0	0	0	0	0	0	0	0
NOC2L	1706	1761	2646	2392	7180	6127	6651	9194
NOC3L	575	703	359	420	1152	1913	775	1501
NOC4L	402	420	1434	1376	1770	1446	3998	5362
NOD1	299	194	209	114	1215	691	519	349
NOD2	0	390	6	63	4	1198	37	290
NODAL	0	3	2	0	9	6	9	3
NOG	232	199	86	21	848	552	201	96
NOL10	812	675	748	838	2012	2157	1825	3124
NOL11	1254	1078	1244	1286	2916	3166	2868	5286
NOL12	313	305	427	391	1361	1137	1097	1593
NOL3	202	145	387	251	1069	493	935	1015
NOL4	187	194	184	207	535	580	353	757
NOL4L	839	451	651	470	2612	1551	1373	1598
NOL6	1570	2304	8809	7705	6564	7913	19596	28149
NOL7	1224	866	2093	1521	3592	3129	4097	6098
NOL8	813	647	1098	1049	2069	2117	2439	3738
NOL9	686	435	678	539	1417	1028	1051	1553
NOLC1	2933	2870	7458	8394	10242	10259	16218	32757
NOM1	356	296	876	1030	1026	988	1645	3447
NOMO1	998	762	1515	1235	3208	2841	3596	4894
NOMO2	265	193	565	546	903	708	1095	2015
NOMO3	102	76	133	121	267	248	259	449
NONO	12595	9492	9445	7249	39769	29804	19482	25413
NOP10	1436	1315	2133	1435	4884	4042	4307	4586
NOP14	754	681	1349	1075	2713	2663	3381	4596
NOP14-AS1	364	281	303	161	1321	1028	674	651
NOP16	313	406	551	625	1112	1235	1248	1986
NOP2	672	683	1244	1289	2623	2324	2851	4644
NOP56	1850	1465	1586	1145	6586	5433	3873	4746
NOP58	993	714	2268	1854	2447	2844	4591	6961
NOP9	1517	1237	1353	1427	4561	4279	2719	4754
NOS1	0	0	0	1	9	4	2	0
NOS1AP	374	252	292	167	1494	858	521	584
NOS2	13	3236	7	12	67	11363	18	60
NOS3	0	1	22	8	2	2	42	29
NOSIP	1133	1128	1120	1068	4474	3569	2800	3619
NOSTRIN	14	8	1	2	35	18	5	2
NOTCH1	5041	3102	1591	961	26184	11275	4064	3887
NOTCH2	6433	5387	3018	2376	23846	17775	5634	9106
NOTCH2NL	527	385	285	167	1974	1350	652	734
NOTCH3	4176	3171	1581	385	22320	11534	3607	1674
NOTCH4	88	43	161	137	361	212	317	525
NOTO	0	0	0	0	0	0	2	3
NOTUM	4	41	13	8	27	137	28	19
NOV	317	374	190	191	917	1118	454	623
NOVA1	646	714	267	269	1739	1925	689	1019
NOVA2	358	258	185	93	1535	772	326	347
NOX1	8	12	1	2	4	7	6	17
NOX3	0	0	0	0	0	1	0	0
NOX4	136	97	80	6	392	319	179	30
NOX5	1	2	19	2	11	0	32	13
NOXA1	41	38	20	10	182	139	77	68
NOXO1	47	45	63	132	218	235	162	537
NOXRED1	15	13	8	3	29	31	24	33
NPAP1	1	1	4	0	5	3	5	0
NPAS1	464	525	447	79	2423	1813	1377	395
NPAS2	264	837	224	157	1055	2862	479	648
NPAS3	3284	2012	1514	541	8973	5350	2858	1860
NPAS4	10	5	4	0	11	5	8	3
NPAT	712	642	791	999	1631	1512	1271	3928
NPB	44	90	74	24	252	162	165	146
NPBWR1	0	0	3	1	0	1	1	2
NPBWR2	0	0	17	10	0	0	19	44
NPC1	1709	1679	3022	2633	6017	6043	6227	11232
NPC1L1	1	2	3	1	1	1	21	9
NPC2	3487	2877	2250	1161	11392	8776	5335	4560
NPDC1	1283	1335	2170	1330	6704	4355	6779	7038
NPEPL1	36	28	45	22	188	97	93	71
NPEPPS	3240	2442	2173	1625	8444	7533	4763	6043
NPFF	11	1	10	3	16	11	31	14
NPFFR1	0	0	0	0	0	0	0	1
NPFFR2	1	1	1	3	5	4	10	6
NPHP1	219	132	176	161	535	479	376	579
NPHP3	84	74	48	40	187	156	156	157
NPHP3-ACAD11	10	2	8	11	8	4	39	28
NPHP3-AS1	4	9	3	1	15	16	5	7
NPHP4	322	262	347	240	1471	838	915	1036
NPHS1	1	1	21	20	0	2	40	78
NPHS2	0	0	0	0	2	0	0	1
NPIPA1	11	10	20	25	39	37	90	79
NPIPA2	0	0	0	0	0	0	0	0
NPIPA3	0	0	0	0	0	0	0	0
NPIPA5	1	0	0	1	2	0	5	3
NPIPA7	0	0	0	0	0	0	0	0
NPIPA8	0	0	0	0	0	0	0	0
NPIPB3	37	47	62	37	128	117	155	129
NPIPB5	29	16	39	17	79	86	82	66
NPIPB6	4	0	1	1	6	6	4	6
NPIPB9	3	1	4	3	7	8	15	23
NPL	58	141	12	32	191	402	59	120
NPLOC4	3123	3403	2988	2733	11886	11546	7110	10895
NPM1	7191	5382	13236	9477	18612	18923	27780	35774
NPM2	4	3	9	6	43	26	22	29
NPM3	380	364	599	632	1326	1091	1518	2344
NPNT	246	232	54	130	809	701	149	529
NPPA	2	4	5	5	11	13	28	28
NPPA-AS1	0	1	10	5	8	6	54	23
NPPB	0	0	4	0	3	4	3	0
NPPC	2	10	1	0	3	26	2	3
NPR1	1	5	5	8	8	19	16	67
NPR2	494	214	278	86	1815	844	721	379
NPR3	123	54	130	26	328	207	231	66
NPRL2	458	273	4538	4261	1522	900	11332	15826
NPRL3	1135	1174	1260	1020	5428	3779	3564	4355
NPS	0	0	0	0	0	0	0	1
NPSR1	0	0	0	0	12	2	0	1
NPSR1-AS1	0	0	0	0	5	1	0	0
NPTN	3395	3854	2798	1660	10533	9433	5839	6430
NPTN-IT1	24	3	10	6	43	33	17	20
NPTX1	49	89	41	20	187	277	91	45
NPTX2	504	668	266	214	1904	1899	575	830
NPTXR	1814	1334	2248	1910	7465	4569	5127	6999
NPVF	0	0	0	0	0	0	0	1
NPW	16	14	24	24	48	39	80	93
NPY	3474	3308	490	472	13061	9307	1145	1586
NPY1R	29	27	28	22	59	41	76	68
NPY2R	642	242	171	51	2068	624	465	198
NPY4R	2	1	0	0	4	5	2	0
NPY5R	1	2	2	1	3	3	5	0
NPY6R	0	0	0	0	0	0	0	0
NQO1	2227	1942	1165	490	7012	5748	2802	2092
NQO2	302	193	503	501	1171	628	1243	1842
NR0B1	0	4	0	0	2	17	1	3
NR0B2	0	0	1	0	2	1	1	2
NR1D1	313	136	197	188	1074	469	383	770
NR1D2	1165	758	665	699	2061	1610	1502	2899
NR1H2	1549	1629	3008	3056	6662	5375	7478	11070
NR1H3	233	141	315	269	873	544	1015	1164
NR1H4	0	0	0	0	0	0	0	0
NR1I2	1	1	3	1	5	1	7	2
NR1I3	9	6	6	5	33	32	18	29
NR2C1	475	340	407	419	1011	808	782	1379
NR2C2	1861	1736	1251	1288	5600	5338	2263	5129
NR2C2AP	226	168	87	28	763	564	209	80
NR2E1	2435	1129	790	373	7696	3516	1612	1519
NR2E3	3	1	2	3	6	2	8	12
NR2F1	4739	2099	2041	1569	14393	5573	4368	4728
NR2F1-AS1	374	208	151	119	979	589	341	464
NR2F2	357	231	142	123	1116	586	412	472
NR2F2-AS1	1	1	1	0	1	6	3	1
NR2F6	617	648	737	581	2474	1509	1889	2712
NR3C1	559	1100	543	539	1362	2970	1036	1954
NR3C2	66	45	68	32	233	151	129	86
NR4A1	150	138	145	121	694	569	368	617
NR4A2	76	78	149	177	247	261	289	584
NR4A3	73	118	320	375	238	335	553	1517
NR5A1	0	0	0	0	0	0	1	3
NR5A2	0	0	0	0	0	0	1	0
NR6A1	61	43	38	57	150	126	92	198
NRADDP	2	0	5	2	4	1	12	10
NRAP	14	10	7	3	32	38	13	6
NRARP	334	254	74	58	1090	583	198	195
NRAS	2713	3527	1631	1572	5965	7694	3449	5766
NRBF2	437	462	969	796	1114	1423	1682	2881
NRBP1	3498	4157	5338	4672	12448	14233	12325	18164
NRBP2	1487	1227	859	257	5552	4488	2281	1110
NRCAM	11804	16060	8123	4351	27527	42704	15060	15478
NRD1	3430	2758	4104	3823	9853	9406	9592	15548
NRDE2	477	318	442	380	1594	1193	906	1372
NREP	2708	1710	755	435	5445	4307	1513	1535
NREP-AS1	0	0	0	0	0	0	0	0
NRF1	547	453	403	457	1629	1307	853	1621
NRG1	1707	2669	1138	411	6045	8121	2202	1551
NRG1-IT1	0	0	0	0	4	0	1	0
NRG1-IT3	0	0	0	0	0	0	0	0
NRG2	128	143	156	84	453	446	319	362
NRG3	62	36	44	15	140	134	85	53
NRG4	3	0	1	2	3	4	5	10
NRGN	197	247	105	38	888	759	316	227
NRIP1	1120	1196	564	693	2584	3161	1069	2723
NRIP2	32	14	53	80	107	50	113	269
NRIP3	335	129	90	18	878	379	172	57
NRK	33	19	8	11	61	56	15	29
NRL	34	25	30	38	104	73	87	134
NRM	455	412	359	242	1909	1253	1038	1031
NRN1	52	19	110	92	97	47	219	267
NRN1L	2	5	11	4	16	4	31	18
NRON	4	2	0	5	7	3	1	3
NRP1	1472	1275	584	826	4405	4005	1244	3254
NRP2	2386	9258	1547	1567	9000	30586	3312	5356
NRROS	7	5	2	0	30	34	9	2
NRSN1	663	131	282	31	1904	403	646	81
NRSN2	2357	1688	2502	2041	9706	5654	6270	7938
NRTN	1	0	67	59	6	2	225	215
NRXN1	692	603	277	170	2139	1724	359	602
NRXN2	977	842	653	580	3985	2687	1309	1980
NRXN3	469	389	224	306	1539	1343	380	1047
NS3BP	86	71	53	19	343	228	166	112
NSA2	1239	916	1771	1451	2944	2805	3773	6208
NSD1	1980	1216	1704	1064	6868	4465	3383	3807
NSDHL	824	881	1331	760	2825	3199	3192	2582
NSF	1653	1138	1753	1389	4700	3789	4313	5994
NSFL1C	2121	2141	2284	2137	7642	7230	5407	7800
NSFP1	0	0	0	0	0	0	0	0
NSG1	297	204	193	164	902	696	439	533
NSL1	1252	848	736	619	3009	2380	1433	2241
NSMAF	638	467	544	421	1873	1693	1408	1805
NSMCE1	1199	821	1222	796	4379	3016	3459	3086
NSMCE2	582	399	364	274	1417	1160	814	959
NSMCE4A	485	423	398	407	1357	1392	987	1663
NSMF	3071	2686	1432	453	13794	8878	3847	2142
NSRP1	742	663	745	622	2025	2508	1374	2111
NSUN2	1202	1382	2869	3300	3536	4766	5835	11602
NSUN3	141	166	153	129	359	517	311	490
NSUN4	564	492	970	1049	1798	1671	1930	3598
NSUN5	241	181	412	328	1118	742	1324	1325
NSUN5P1	38	21	93	59	103	81	349	285
NSUN5P2	5	0	19	11	11	7	23	31
NSUN6	184	122	224	270	363	340	442	929
NSUN7	89	52	116	53	336	178	168	224
NT5C	376	325	248	118	1634	1059	708	495
NT5C1A	0	0	1	0	0	0	2	0
NT5C1B	0	0	1	0	0	0	0	0
NT5C1B-RDH14	0	0	0	0	0	0	0	0
NT5C2	2153	2109	2898	2483	5769	6282	5740	9345
NT5C3A	336	423	328	484	532	968	743	1740
NT5C3B	1836	1434	1195	877	6131	4605	3055	3620
NT5DC1	330	191	315	220	724	452	758	789
NT5DC2	4084	3410	10111	7203	16938	10919	25868	28626
NT5DC3	115	58	366	271	382	152	854	1113
NT5E	1008	1055	1146	356	2431	2869	2336	1297
NT5M	65	59	202	170	311	168	622	692
